name_profile,drug,dose,time,nsamples_trt,nsamples_ctl,sample_size,n_batch,ss_genes,UP,DOWN,cell_iname
SKF-89976A_10uM_24h,SKF-89976A,10 uM,24 h,4,40,44,1,2,2,0,NPC
ZD-2079_10uM_24h,ZD-2079,10 uM,24 h,4,39,43,1,0,0,0,NPC
NGB-2904_10uM_24h,NGB-2904,10 uM,24 h,4,39,43,1,0,0,0,NPC
meprylcaine_10uM_24h,meprylcaine,10 uM,24 h,4,40,44,1,0,0,0,NPC
gavestinel_10uM_24h,gavestinel,10 uM,24 h,4,39,43,1,8,2,6,NPC
zatebradine_10uM_24h,zatebradine,10 uM,24 h,4,40,44,1,0,0,0,NPC
RS-67506_10uM_24h,RS-67506,10 uM,24 h,4,39,43,1,1,0,1,NPC
NNC-05-2090_10uM_24h,NNC-05-2090,10 uM,24 h,4,40,44,1,72,31,41,NPC
BRL-37344_10uM_24h,BRL-37344,10 uM,24 h,4,37,41,1,2,1,1,NPC
AM-251_10uM_24h,AM-251,10 uM,24 h,4,40,44,1,0,0,0,NPC
butabindide_10uM_24h,butabindide,10 uM,24 h,4,40,44,1,9,5,4,NPC
lupanine_10uM_24h,lupanine,10 uM,24 h,4,37,41,1,0,0,0,NPC
MMPX_10uM_24h,MMPX,10 uM,24 h,4,39,43,1,1,0,1,NPC
arcyriaflavin-a_10uM_24h,arcyriaflavin-a,10 uM,24 h,4,37,41,1,7,5,2,NPC
m-3M3FBS_10uM_24h,m-3M3FBS,10 uM,24 h,4,39,43,1,13,2,11,NPC
betulinic-acid_10uM_24h,betulinic-acid,10 uM,24 h,4,40,44,1,0,0,0,NPC
brucine_10uM_24h,brucine,10 uM,24 h,4,40,44,1,1,1,0,NPC
clobenpropit_10uM_24h,clobenpropit,10 uM,24 h,4,39,43,1,95,21,74,NPC
DMAB-anabaseine_10uM_24h,DMAB-anabaseine,10 uM,24 h,4,39,43,1,55,21,34,NPC
BRL-15572_10uM_24h,BRL-15572,10 uM,24 h,4,39,43,1,0,0,0,NPC
desmethylclozapine_10uM_24h,desmethylclozapine,10 uM,24 h,4,40,44,1,53,31,22,NPC
esculin_10uM_24h,esculin,10 uM,24 h,4,39,43,1,9,1,8,NPC
AM-404_10uM_24h,AM-404,10 uM,24 h,4,39,43,1,270,118,152,NPC
SCH-58261_10uM_24h,SCH-58261,10 uM,24 h,4,39,43,1,4,2,2,NPC
BMY-7378_10uM_24h,BMY-7378,10 uM,24 h,4,40,44,1,48,25,23,NPC
emetine_10uM_24h,emetine,10 uM,24 h,4,39,43,1,434,174,260,NPC
erythrosine_10uM_24h,erythrosine,10 uM,24 h,4,37,41,1,35,11,24,NPC
YC-1_10uM_24h,YC-1,10 uM,24 h,4,39,43,1,24,5,19,NPC
nafadotride_10uM_24h,nafadotride,10 uM,24 h,4,39,43,1,0,0,0,NPC
L-655240_10uM_24h,L-655240,10 uM,24 h,4,40,44,1,0,0,0,NPC
RS-67333_10uM_24h,RS-67333,10 uM,24 h,4,39,43,1,1,0,1,NPC
proadifen_10uM_24h,proadifen,10 uM,24 h,4,40,44,1,1,1,0,NPC
GR-113808_10uM_24h,GR-113808,10 uM,24 h,4,37,41,1,1,1,0,NPC
devazepide_10uM_24h,devazepide,10 uM,24 h,4,40,44,1,0,0,0,NPC
fenoterol_10uM_24h,fenoterol,10 uM,24 h,4,40,44,1,0,0,0,NPC
FR-139317_10uM_24h,FR-139317,10 uM,24 h,4,40,44,1,2,1,1,NPC
BE-2254_10uM_24h,BE-2254,10 uM,24 h,4,39,43,1,18,4,14,NPC
KN-62_10uM_24h,KN-62,10 uM,24 h,4,39,43,1,0,0,0,NPC
iodophenpropit_10uM_24h,iodophenpropit,10 uM,24 h,4,39,43,1,5,1,4,NPC
ZK-164015_10uM_24h,ZK-164015,10 uM,24 h,4,39,43,1,33,11,22,NPC
KF-38789_10uM_24h,KF-38789,10 uM,24 h,4,39,43,1,348,151,197,NPC
E-4031_10uM_24h,E-4031,10 uM,24 h,4,39,43,1,5,2,3,NPC
SB-225002_10uM_24h,SB-225002,10 uM,24 h,4,39,43,1,156,70,86,NPC
SR-27897_10uM_24h,SR-27897,10 uM,24 h,4,40,44,1,4,4,0,NPC
JTE-013_10uM_24h,JTE-013,10 uM,24 h,4,39,43,1,22,11,11,NPC
pentylenetetrazol_10uM_24h,pentylenetetrazol,10 uM,24 h,4,37,41,1,0,0,0,NPC
alrestatin_10uM_24h,alrestatin,10 uM,24 h,4,40,44,1,2,1,1,NPC
CI-966_10uM_24h,CI-966,10 uM,24 h,4,40,44,1,0,0,0,NPC
L-733060_10uM_24h,L-733060,10 uM,24 h,4,39,43,1,212,72,140,NPC
zoxazolamine_10uM_24h,zoxazolamine,10 uM,24 h,4,37,41,1,0,0,0,NPC
GR-144053_10uM_24h,GR-144053,10 uM,24 h,4,39,43,1,151,33,118,NPC
deoxycorticosterone-acetate_10uM_24h,deoxycorticosterone-acetate,10 uM,24 h,4,37,41,1,5,3,2,NPC
SC-9_10uM_24h,SC-9,10 uM,24 h,4,40,44,1,0,0,0,NPC
flurofamide_10uM_24h,flurofamide,10 uM,24 h,4,40,44,1,0,0,0,NPC
practolol_10uM_24h,practolol,10 uM,24 h,4,37,41,1,0,0,0,NPC
CP-93129_10uM_24h,CP-93129,10 uM,24 h,4,40,44,1,0,0,0,NPC
Y-134_10uM_24h,Y-134,10 uM,24 h,4,40,44,1,15,9,6,NPC
GR-127935_10uM_24h,GR-127935,10 uM,24 h,4,39,43,1,199,74,125,NPC
pergolide_10uM_24h,pergolide,10 uM,24 h,4,37,41,1,1,1,0,NPC
ITE_10uM_24h,ITE,10 uM,24 h,4,39,43,1,0,0,0,NPC
U-99194_10uM_24h,U-99194,10 uM,24 h,4,40,44,1,0,0,0,NPC
GBR-13069_10uM_24h,GBR-13069,10 uM,24 h,4,39,43,1,6,3,3,NPC
terfenadine_10uM_24h,terfenadine,10 uM,24 h,4,37,41,1,0,0,0,NPC
zardaverine_10uM_24h,zardaverine,10 uM,24 h,4,40,44,1,265,113,152,NPC
GW-311616_10uM_24h,GW-311616,10 uM,24 h,4,39,43,1,13,1,12,NPC
JLK-6_10uM_24h,JLK-6,10 uM,24 h,4,40,44,1,0,0,0,NPC
PQ-401_10uM_24h,PQ-401,10 uM,24 h,4,40,44,1,0,0,0,NPC
GTP-14564_10uM_24h,GTP-14564,10 uM,24 h,4,40,44,1,31,16,15,NPC
etifenin_10uM_24h,etifenin,10 uM,24 h,4,39,43,1,3,0,3,NPC
ODQ_10uM_24h,ODQ,10 uM,24 h,4,39,43,1,4,1,3,NPC
DNQX_10uM_24h,DNQX,10 uM,24 h,4,40,44,1,0,0,0,NPC
LE-135_10uM_24h,LE-135,10 uM,24 h,4,37,41,1,0,0,0,NPC
ZD-7114_10uM_24h,ZD-7114,10 uM,24 h,4,37,41,1,0,0,0,NPC
pinocembrin_10uM_24h,pinocembrin,10 uM,24 h,4,40,44,1,2,1,1,NPC
hydrastinine_10uM_24h,hydrastinine,10 uM,24 h,4,40,44,1,2,0,2,NPC
JNJ-10191584_10uM_24h,JNJ-10191584,10 uM,24 h,4,39,43,1,7,2,5,NPC
SCH-23390_10uM_24h,SCH-23390,10 uM,24 h,4,40,44,1,1,1,0,NPC
DR-2313_10uM_24h,DR-2313,10 uM,24 h,4,40,44,1,0,0,0,NPC
IRL-2500_10uM_24h,IRL-2500,10 uM,24 h,4,39,43,1,0,0,0,NPC
PD-123319_10uM_24h,PD-123319,10 uM,24 h,4,40,44,1,12,5,7,NPC
RHC-80267_10uM_24h,RHC-80267,10 uM,24 h,4,40,44,1,9,5,4,NPC
alaproclate_10uM_24h,alaproclate,10 uM,24 h,4,37,41,1,1,1,0,NPC
REV-5901_10uM_24h,REV-5901,10 uM,24 h,4,39,43,1,136,45,91,NPC
isamoltane_10uM_24h,isamoltane,10 uM,24 h,4,39,43,1,6,2,4,NPC
CGP-60474_0.04uM_24h,CGP-60474,0.04 uM,24 h,4,99,103,2,630,238,392,NPC
tangeritin_10uM_24h,tangeritin,10 uM,24 h,3,32,35,1,3,3,0,NPC
anabasine_10uM_24h,anabasine,10 uM,24 h,3,32,35,1,1,1,0,NPC
capsazepine_10uM_24h,capsazepine,10 uM,24 h,3,32,35,1,10,4,6,NPC
BAY-11-7082_10uM_24h,BAY-11-7082,10 uM,24 h,3,32,35,1,38,12,26,NPC
tandutinib_10uM_24h,tandutinib,10 uM,24 h,3,27,30,1,1,0,1,NPC
ZM-241385_10uM_24h,ZM-241385,10 uM,24 h,3,32,35,1,1,1,0,NPC
altanserin_10uM_24h,altanserin,10 uM,24 h,3,32,35,1,2,2,0,NPC
UBP-302_10uM_24h,UBP-302,10 uM,24 h,3,32,35,1,0,0,0,NPC
GW-0742_10uM_24h,GW-0742,10 uM,24 h,3,32,35,1,3,3,0,NPC
GW-405833_10uM_24h,GW-405833,10 uM,24 h,3,32,35,1,0,0,0,NPC
danusertib_10uM_24h,danusertib,10 uM,24 h,3,27,30,1,1,0,1,NPC
10-DEBC_10uM_24h,10-DEBC,10 uM,24 h,3,31,34,1,207,73,134,NPC
SDZ-NKT-343_10uM_24h,SDZ-NKT-343,10 uM,24 h,3,27,30,1,1,1,0,NPC
BX-912_10uM_24h,BX-912,10 uM,24 h,3,29,32,1,234,87,147,NPC
tracazolate_10uM_24h,tracazolate,10 uM,24 h,3,32,35,1,0,0,0,NPC
SC-560_10uM_24h,SC-560,10 uM,24 h,3,32,35,1,2,1,1,NPC
GANT-61_10uM_24h,GANT-61,10 uM,24 h,3,27,30,1,1,0,1,NPC
YM-90709_10uM_24h,YM-90709,10 uM,24 h,3,32,35,1,43,19,24,NPC
ilomastat_10uM_24h,ilomastat,10 uM,24 h,3,32,35,1,0,0,0,NPC
etomoxir_10uM_24h,etomoxir,10 uM,24 h,3,29,32,1,0,0,0,NPC
L-161982_10uM_24h,L-161982,10 uM,24 h,3,25,28,1,227,82,145,NPC
CGP-52411_10uM_24h,CGP-52411,10 uM,24 h,3,29,32,1,48,20,28,NPC
L-693403_10uM_24h,L-693403,10 uM,24 h,3,27,30,1,0,0,0,NPC
ST-91_10uM_24h,ST-91,10 uM,24 h,3,32,35,1,0,0,0,NPC
zolantidine_10uM_24h,zolantidine,10 uM,24 h,3,32,35,1,4,3,1,NPC
tenidap_10uM_24h,tenidap,10 uM,24 h,3,30,33,1,1,1,0,NPC
orantinib_10uM_24h,orantinib,10 uM,24 h,3,29,32,1,0,0,0,NPC
AT-7519_10uM_24h,AT-7519,10 uM,24 h,3,27,30,1,4,1,3,NPC
3-methyl-GABA_10uM_24h,3-methyl-GABA,10 uM,24 h,3,32,35,1,2,1,1,NPC
brivanib_10uM_24h,brivanib,10 uM,24 h,3,29,32,1,11,7,4,NPC
ZD-7288_10uM_24h,ZD-7288,10 uM,24 h,3,32,35,1,0,0,0,NPC
dorsomorphin_10uM_24h,dorsomorphin,10 uM,24 h,3,32,35,1,14,8,6,NPC
benzamil_10uM_24h,benzamil,10 uM,24 h,3,32,35,1,2,1,1,NPC
fexaramine_10uM_24h,fexaramine,10 uM,24 h,3,32,35,1,1,0,1,NPC
GBR-12935_10uM_24h,GBR-12935,10 uM,24 h,3,32,35,1,1,0,1,NPC
PK-11195_10uM_24h,PK-11195,10 uM,24 h,3,32,35,1,0,0,0,NPC
DUP-697_10uM_24h,DUP-697,10 uM,24 h,3,32,35,1,0,0,0,NPC
PCI-24781_10uM_24h,PCI-24781,10 uM,24 h,3,31,34,1,388,185,203,NPC
WAY-213613_10uM_24h,WAY-213613,10 uM,24 h,3,31,34,1,21,6,15,NPC
SIB-1893_10uM_24h,SIB-1893,10 uM,24 h,3,32,35,1,67,29,38,NPC
danoprevir_10uM_24h,danoprevir,10 uM,24 h,3,29,32,1,1,1,0,NPC
AS-604850_10uM_24h,AS-604850,10 uM,24 h,3,29,32,1,0,0,0,NPC
DMeOB_10uM_24h,DMeOB,10 uM,24 h,3,32,35,1,5,4,1,NPC
PU-H71_10uM_24h,PU-H71,10 uM,24 h,3,29,32,1,506,204,302,NPC
PD-407824_10uM_24h,PD-407824,10 uM,24 h,3,31,34,1,456,186,270,NPC
PIK-75_10uM_24h,PIK-75,10 uM,24 h,3,29,32,1,2,1,1,NPC
m-chlorophenylbiguanide_10uM_24h,m-chlorophenylbiguanide,10 uM,24 h,3,32,35,1,0,0,0,NPC
LFM-A13_10uM_24h,LFM-A13,10 uM,24 h,3,32,35,1,24,21,3,NPC
semaxanib_10uM_24h,semaxanib,10 uM,24 h,3,31,34,1,13,5,8,NPC
zaldaride_10uM_24h,zaldaride,10 uM,24 h,3,29,32,1,0,0,0,NPC
DCPIB_10uM_24h,DCPIB,10 uM,24 h,3,32,35,1,0,0,0,NPC
nobiletin_10uM_24h,nobiletin,10 uM,24 h,3,32,35,1,0,0,0,NPC
BD-1047_10uM_24h,BD-1047,10 uM,24 h,3,32,35,1,70,27,43,NPC
SB-221284_10uM_24h,SB-221284,10 uM,24 h,3,32,35,1,0,0,0,NPC
GW-3965_10uM_24h,GW-3965,10 uM,24 h,3,29,32,1,32,8,24,NPC
givinostat_10uM_24h,givinostat,10 uM,24 h,3,29,32,1,0,0,0,NPC
obatoclax_10uM_24h,obatoclax,10 uM,24 h,3,27,30,1,0,0,0,NPC
SNS-314_10uM_24h,SNS-314,10 uM,24 h,3,27,30,1,69,38,31,NPC
GR-79236_10uM_24h,GR-79236,10 uM,24 h,3,32,35,1,2,2,0,NPC
phenylbutazone_10uM_24h,phenylbutazone,10 uM,24 h,3,32,35,1,0,0,0,NPC
SB-334867_10uM_24h,SB-334867,10 uM,24 h,3,32,35,1,0,0,0,NPC
PD-168077_10uM_24h,PD-168077,10 uM,24 h,3,29,32,1,0,0,0,NPC
IBC-293_10uM_24h,IBC-293,10 uM,24 h,3,32,35,1,0,0,0,NPC
reversine_10uM_24h,reversine,10 uM,24 h,3,29,32,1,6,1,5,NPC
ditolylguanidine_10uM_24h,ditolylguanidine,10 uM,24 h,3,32,35,1,0,0,0,NPC
GW-501516_10uM_24h,GW-501516,10 uM,24 h,3,29,32,1,9,5,4,NPC
UB-165_10uM_24h,UB-165,10 uM,24 h,3,26,29,1,142,52,90,NPC
canertinib_10uM_24h,canertinib,10 uM,24 h,3,29,32,1,3,2,1,NPC
BI-78D3_10uM_24h,BI-78D3,10 uM,24 h,3,29,32,1,6,3,3,NPC
digoxigenin_10uM_24h,digoxigenin,10 uM,24 h,3,32,35,1,0,0,0,NPC
KI-16425_10uM_24h,KI-16425,10 uM,24 h,3,27,30,1,37,17,20,NPC
TGX-221_10uM_24h,TGX-221,10 uM,24 h,3,29,32,1,1,0,1,NPC
INCA-6_10uM_24h,INCA-6,10 uM,24 h,3,32,35,1,1,1,0,NPC
T-0070907_10uM_24h,T-0070907,10 uM,24 h,3,32,35,1,0,0,0,NPC
salicin_10uM_24h,salicin,10 uM,24 h,3,27,30,1,0,0,0,NPC
plumbagin_10uM_24h,plumbagin,10 uM,24 h,3,34,37,2,684,243,441,NPC
DH-97_10uM_24h,DH-97,10 uM,24 h,3,32,35,1,0,0,0,NPC
saclofen_10uM_24h,saclofen,10 uM,24 h,3,32,35,1,0,0,0,NPC
SEW-2871_10uM_24h,SEW-2871,10 uM,24 h,3,32,35,1,0,0,0,NPC
PHA-793887_10uM_24h,PHA-793887,10 uM,24 h,3,29,32,1,4,2,2,NPC
cisapride_10uM_24h,cisapride,10 uM,24 h,3,32,35,1,0,0,0,NPC
PPT_10uM_24h,PPT,10 uM,24 h,3,32,35,1,5,2,3,NPC
tiotidine_10uM_24h,tiotidine,10 uM,24 h,3,32,35,1,0,0,0,NPC
NAN-190_10uM_24h,NAN-190,10 uM,24 h,3,32,35,1,347,142,205,NPC
cinanserin_10uM_24h,cinanserin,10 uM,24 h,3,32,35,1,0,0,0,NPC
WYE-125132_10uM_24h,WYE-125132,10 uM,24 h,3,29,32,1,107,32,75,NPC
L-694247_10uM_24h,L-694247,10 uM,24 h,3,32,35,1,0,0,0,NPC
NU-1025_10uM_24h,NU-1025,10 uM,24 h,3,32,35,1,0,0,0,NPC
butein_10uM_24h,butein,10 uM,24 h,3,32,35,1,147,55,92,NPC
PD-166793_10uM_24h,PD-166793,10 uM,24 h,3,27,30,1,0,0,0,NPC
zibotentan_10uM_24h,zibotentan,10 uM,24 h,3,27,30,1,0,0,0,NPC
JNJ-7706621_10uM_24h,JNJ-7706621,10 uM,24 h,3,27,30,1,0,0,0,NPC
SC-10_10uM_24h,SC-10,10 uM,24 h,3,32,35,1,0,0,0,NPC
FPL-64176_10uM_24h,FPL-64176,10 uM,24 h,3,32,35,1,0,0,0,NPC
L-165041_10uM_24h,L-165041,10 uM,24 h,3,32,35,1,1,1,0,NPC
YM-976_10uM_24h,YM-976,10 uM,24 h,3,32,35,1,1,1,0,NPC
CCMQ_10uM_24h,CCMQ,10 uM,24 h,3,32,35,1,2,1,1,NPC
BU-239_10uM_24h,BU-239,10 uM,24 h,3,30,33,1,118,40,78,NPC
cilomilast_10uM_24h,cilomilast,10 uM,24 h,3,27,30,1,1,1,0,NPC
RS-45041-190_10uM_24h,RS-45041-190,10 uM,24 h,3,27,30,1,0,0,0,NPC
WZ-3146_10uM_24h,WZ-3146,10 uM,24 h,3,29,32,1,3,2,1,NPC
TC-H-106_10uM_24h,TC-H-106,10 uM,24 h,3,27,30,1,0,0,0,NPC
immethridine_10uM_24h,immethridine,10 uM,24 h,3,28,31,1,0,0,0,NPC
AZ-10417808_10uM_24h,AZ-10417808,10 uM,24 h,3,32,35,1,3,2,1,NPC
6-aminochrysene_10uM_24h,6-aminochrysene,10 uM,24 h,3,29,32,1,0,0,0,NPC
PIT_10uM_24h,PIT,10 uM,24 h,3,32,35,1,0,0,0,NPC
AY-9944_10uM_24h,AY-9944,10 uM,24 h,3,32,35,1,0,0,0,NPC
AS-703026_10uM_24h,AS-703026,10 uM,24 h,3,29,32,1,30,17,13,NPC
cinalukast_10uM_24h,cinalukast,10 uM,24 h,3,32,35,1,0,0,0,NPC
mirin_10uM_24h,mirin,10 uM,24 h,3,29,32,1,2,1,1,NPC
cirazoline_10uM_24h,cirazoline,10 uM,24 h,3,32,35,1,0,0,0,NPC
HA-1004_10uM_24h,HA-1004,10 uM,24 h,3,32,35,1,10,4,6,NPC
L-701252_10uM_24h,L-701252,10 uM,24 h,3,31,34,1,434,174,260,NPC
neurodazine_10uM_24h,neurodazine,10 uM,24 h,3,29,32,1,7,5,2,NPC
CGP-71683_10uM_24h,CGP-71683,10 uM,24 h,3,28,31,1,488,222,266,NPC
alvespimycin_10uM_24h,alvespimycin,10 uM,24 h,3,29,32,1,43,10,33,NPC
andarine_10uM_24h,andarine,10 uM,24 h,3,27,30,1,0,0,0,NPC
caffeic-acid_10uM_24h,caffeic-acid,10 uM,24 h,3,30,33,1,54,38,16,NPC
cediranib_10uM_24h,cediranib,10 uM,24 h,3,29,32,1,339,139,200,NPC
roquinimex_10uM_24h,roquinimex,10 uM,24 h,3,32,35,1,0,0,0,NPC
BP-897_10uM_24h,BP-897,10 uM,24 h,3,32,35,1,0,0,0,NPC
PCA-4248_10uM_24h,PCA-4248,10 uM,24 h,3,32,35,1,3,2,1,NPC
SB-222200_10uM_24h,SB-222200,10 uM,24 h,3,31,34,1,3,3,0,NPC
ICI-199441_10uM_24h,ICI-199441,10 uM,24 h,3,32,35,1,0,0,0,NPC
CO-102862_10uM_24h,CO-102862,10 uM,24 h,3,32,35,1,0,0,0,NPC
immepip_10uM_24h,immepip,10 uM,24 h,3,32,35,1,22,15,7,NPC
anisomycin_10uM_24h,anisomycin,10 uM,24 h,3,31,34,1,530,198,332,NPC
VX-222_10uM_24h,VX-222,10 uM,24 h,3,29,32,1,7,5,2,NPC
tyrphostin-A9_10uM_24h,tyrphostin-A9,10 uM,24 h,3,29,32,1,0,0,0,NPC
ZK-93423_10uM_24h,ZK-93423,10 uM,24 h,3,32,35,1,13,11,2,NPC
vesamicol_10uM_24h,vesamicol,10 uM,24 h,3,32,35,1,0,0,0,NPC
WYE-354_10uM_24h,WYE-354,10 uM,24 h,3,29,32,1,107,39,68,NPC
RS-100329_10uM_24h,RS-100329,10 uM,24 h,3,32,35,1,0,0,0,NPC
thiorphan_10uM_24h,thiorphan,10 uM,24 h,3,32,35,1,0,0,0,NPC
PD-102807_10uM_24h,PD-102807,10 uM,24 h,3,32,35,1,1,1,0,NPC
amthamine_10uM_24h,amthamine,10 uM,24 h,3,32,35,1,0,0,0,NPC
CGP-53353_10uM_24h,CGP-53353,10 uM,24 h,3,32,35,1,0,0,0,NPC
tremorine_10uM_24h,tremorine,10 uM,24 h,3,32,35,1,1,1,0,NPC
pyroxamide_10uM_24h,pyroxamide,10 uM,24 h,3,27,30,1,109,42,67,NPC
NU-7441_10uM_24h,NU-7441,10 uM,24 h,3,29,32,1,8,4,4,NPC
fananserin_10uM_24h,fananserin,10 uM,24 h,3,32,35,1,3,2,1,NPC
RS-504393_10uM_24h,RS-504393,10 uM,24 h,3,30,33,1,0,0,0,NPC
OSI-027_10uM_24h,OSI-027,10 uM,24 h,3,29,32,1,155,51,104,NPC
SKF-96365_10uM_24h,SKF-96365,10 uM,24 h,3,32,35,1,5,2,3,NPC
vicriviroc_10uM_24h,vicriviroc,10 uM,24 h,3,29,32,1,0,0,0,NPC
JNJ-26481585_10uM_24h,JNJ-26481585,10 uM,24 h,3,29,32,1,32,21,11,NPC
dehydrocholate_10uM_24h,dehydrocholate,10 uM,24 h,3,31,34,1,204,61,143,NPC
proxyfan_10uM_24h,proxyfan,10 uM,24 h,3,32,35,1,0,0,0,NPC
carmoxirole_10uM_24h,carmoxirole,10 uM,24 h,3,27,30,1,1,0,1,NPC
MNITMT_10uM_24h,MNITMT,10 uM,24 h,3,32,35,1,0,0,0,NPC
zosuquidar_10uM_24h,zosuquidar,10 uM,24 h,3,29,32,1,14,7,7,NPC
D-64131_10uM_24h,D-64131,10 uM,24 h,3,32,35,1,96,34,62,NPC
hypericin_10uM_24h,hypericin,10 uM,24 h,3,28,31,1,5,3,2,NPC
O-1918_10uM_24h,O-1918,10 uM,24 h,3,32,35,1,0,0,0,NPC
10-DEBC_10uM_6h,10-DEBC,10 uM,6 h,3,28,31,1,0,0,0,NPC
CGP-7930_10uM_24h,CGP-7930,10 uM,24 h,3,32,35,1,0,0,0,NPC
GYKI-52466_10uM_24h,GYKI-52466,10 uM,24 h,3,32,35,1,0,0,0,NPC
GS-39783_10uM_24h,GS-39783,10 uM,24 h,3,32,35,1,0,0,0,NPC
PI-828_10uM_24h,PI-828,10 uM,24 h,3,32,35,1,300,115,185,NPC
R-96544_10uM_24h,R-96544,10 uM,24 h,3,32,35,1,0,0,0,NPC
linifanib_10uM_24h,linifanib,10 uM,24 h,3,29,32,1,1,1,0,NPC
CGP-57380_10uM_24h,CGP-57380,10 uM,24 h,3,28,31,1,28,22,6,NPC
torin-1_10uM_24h,torin-1,10 uM,24 h,3,29,32,1,193,76,117,NPC
1-phenylbiguanide_10uM_24h,1-phenylbiguanide,10 uM,24 h,3,32,35,1,359,151,208,NPC
VX-702_10uM_24h,VX-702,10 uM,24 h,3,29,32,1,2,1,1,NPC
mefexamide_10uM_24h,mefexamide,10 uM,24 h,3,32,35,1,0,0,0,NPC
CGP-60474_1.11uM_24h,CGP-60474,1.11 uM,24 h,3,77,80,3,723,293,430,NPC
nacl_0.12uM_6h,nacl,0.12 uM,6 h,131,109,240,4,198,74,124,NPC
nacl_0.12uM_24h,nacl,0.12 uM,24 h,130,124,254,4,219,100,119,NPC
kcl_0.12uM_24h,kcl,0.12 uM,24 h,129,124,253,4,390,141,249,NPC
kcl_0.12uM_6h,kcl,0.12 uM,6 h,129,109,238,4,272,104,168,NPC
BRD-A19037878_10uM_24h,BRD-A19037878,10 uM,24 h,39,439,478,13,746,383,363,NPC
GSK-1059615_0.04uM_24h,GSK-1059615,0.04 uM,24 h,34,598,632,9,115,51,64,NPC
GSK-1059615_0.12uM_24h,GSK-1059615,0.12 uM,24 h,34,598,632,9,165,76,89,NPC
GSK-1059615_1.11uM_24h,GSK-1059615,1.11 uM,24 h,34,598,632,9,447,181,266,NPC
GSK-1059615_0.37uM_24h,GSK-1059615,0.37 uM,24 h,33,598,631,9,167,90,77,NPC
GSK-1059615_3.33uM_24h,GSK-1059615,3.33 uM,24 h,33,576,609,9,631,223,408,NPC
GSK-1059615_10uM_24h,GSK-1059615,10 uM,24 h,25,448,473,7,675,240,435,NPC
I-BET-151_10uM_24h,I-BET-151,10 uM,24 h,24,634,658,8,655,336,319,NPC
AGK-2_10uM_24h,AGK-2,10 uM,24 h,20,375,395,7,341,123,218,NPC
BG-1005_10uM_24h,BG-1005,10 uM,24 h,19,424,443,7,847,389,458,NPC
BRD-K55591206_10uM_24h,BRD-K55591206,10 uM,24 h,18,338,356,6,2,1,1,NPC
BRD-K68202742_10uM_24h,BRD-K68202742,10 uM,24 h,18,114,132,4,653,315,338,NPC
BRD-A26030894_125uM_24h,BRD-A26030894,125 uM,24 h,15,383,398,5,100,49,51,NPC
BRD-A26030894_60uM_24h,BRD-A26030894,60 uM,24 h,15,383,398,5,67,37,30,NPC
BRD-A26030894_30uM_24h,BRD-A26030894,30 uM,24 h,15,383,398,5,41,28,13,NPC
LY-456236_10uM_24h,LY-456236,10 uM,24 h,15,164,179,5,236,114,122,NPC
cyclosporin-a_10uM_24h,cyclosporin-a,10 uM,24 h,15,111,126,3,119,49,70,NPC
BRD-K41170226_10uM_24h,BRD-K41170226,10 uM,24 h,15,87,102,3,5,2,3,NPC
garcinol_10uM_24h,garcinol,10 uM,24 h,15,309,324,5,56,28,28,NPC
GSK-429286A_10uM_24h,GSK-429286A,10 uM,24 h,15,221,236,4,209,95,114,NPC
anacardic-acid_10uM_24h,anacardic-acid,10 uM,24 h,15,309,324,5,2,1,1,NPC
AZD-8055_10uM_24h,AZD-8055,10 uM,24 h,15,383,398,5,580,236,344,NPC
apicidin_10uM_24h,apicidin,10 uM,24 h,15,85,100,3,583,268,315,NPC
17-AAG_10uM_24h,17-AAG,10 uM,24 h,15,383,398,5,666,281,385,NPC
lorazepam_3.33uM_24h,lorazepam,3.33 uM,24 h,15,383,398,5,1,1,0,NPC
ketamine_3.33uM_24h,ketamine,3.33 uM,24 h,15,383,398,5,5,5,0,NPC
zopiclone_3.33uM_24h,zopiclone,3.33 uM,24 h,15,383,398,5,0,0,0,NPC
modafinil_3.33uM_24h,modafinil,3.33 uM,24 h,15,383,398,5,28,15,13,NPC
BRD-K01543453_3.33uM_24h,BRD-K01543453,3.33 uM,24 h,15,383,398,5,106,72,34,NPC
BRD-K89997465_3.33uM_24h,BRD-K89997465,3.33 uM,24 h,15,383,398,5,20,12,8,NPC
PF-06260933_3.33uM_24h,PF-06260933,3.33 uM,24 h,15,383,398,5,17,17,0,NPC
bizine_3.33uM_24h,bizine,3.33 uM,24 h,15,383,398,5,3,3,0,NPC
clonazepam_3.33uM_24h,clonazepam,3.33 uM,24 h,15,383,398,5,12,3,9,NPC
methylphenidate_3.33uM_24h,methylphenidate,3.33 uM,24 h,15,383,398,5,42,30,12,NPC
BRD-A90543464_10uM_24h,BRD-A90543464,10 uM,24 h,14,359,373,5,73,50,23,NPC
LY-2365109_3.33uM_24h,LY-2365109,3.33 uM,24 h,14,358,372,5,23,8,15,NPC
NPK76-II-72-1_10uM_24h,NPK76-II-72-1,10 uM,24 h,12,280,292,4,424,172,252,NPC
BRD-K05396879_10uM_24h,BRD-K05396879,10 uM,24 h,12,116,128,4,1,1,0,NPC
KIN001-127_10uM_24h,KIN001-127,10 uM,24 h,12,223,235,4,426,171,255,NPC
KIN001-242_10uM_24h,KIN001-242,10 uM,24 h,12,223,235,4,2,2,0,NPC
